,dipole
862,COC(=O)C=[N+](C)[NH-]
863,CC(=O)[CH-][N+](C)=C(c1ccccc1)c1ccccc1
864,CNC(=O)C(=[O+][C-](C(C)=O)C(C)=O)C(=O)NC
865,CC(C#N)=[NH+][C-](C)C
866,CC(=O)[C-](C#N)[O+]=C(c1ccccc1)c1ccccc1
867,CC(=O)[N-][NH+]=C(C)C#N
868,CNC(=O)C(C)=[O+][C-](C#N)c1ccccc1
869,CC(=O)[C-]([O+]=CC#N)C(C)=O
870,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C)C#N
871,CC(=O)N=[NH+][N-]C(C)=O
872,[CH2-][N+](C)=C(C)C(=O)OC
873,COC(=O)C(=[O+][C-](C#N)C(C)=O)C(=O)OC
874,CNC(=O)C(=[O+][N-]C(C)=O)C(C)=O
875,COC(=O)[C-](c1ccccc1)[N+](C)=C(C(C)=O)c1ccccc1
876,CNC(=O)C=[N+](C)[C-](C)c1ccccc1
877,COC(=O)[N-][NH+]=C(C(C)=O)c1ccccc1
878,COC(=O)C(C)=[N+](C)[C-](C#N)C#N
879,[CH2-][O+]=C(c1ccccc1)c1ccccc1
880,C=[O+][C-](C#N)C(=O)OC
881,C[CH-][N+](C)=C(C(C)=O)C(C)=O
882,CNC(=O)[C-]([O+]=C(C)C(C)=O)C(C)=O
883,COC(=O)[C-](C)[N+](C)=C(C)C(C)=O
884,CNC(=O)[C-]([NH+]=C(C(C)=O)c1ccccc1)C(=O)NC
885,C[C-]([NH+]=CC#N)c1ccccc1
886,CNC(=O)C(=[NH+][C-](C(=O)NC)c1ccccc1)C(=O)OC
887,C[N+](=Cc1ccccc1)[C-](c1ccccc1)c1ccccc1
888,CNC(=O)[CH-][O+]=C(C#N)c1ccccc1
889,CNC(=O)C(C)=[O+][C-](C)C(=O)OC
890,CNC(=O)C(C)=[O+][C-](C(=O)NC)C(=O)OC
891,COC(=O)C=[O+][NH-]
892,CNC(=O)[C-](C)[NH+]=Cc1ccccc1
893,CC=[N+](C)[C-](C(=O)NC)c1ccccc1
894,C[CH-][NH+]=C(C)C#N
895,CNC(=O)C=[O+][CH-]C(C)=O
896,COC(=O)C(=[O+][C-](C(C)=O)C(C)=O)c1ccccc1
897,CC(=O)[N-][N+](C)=C(C#N)C(C)=O
898,CC(=O)[C-]([NH+]=C(C)C)C(C)=O
899,CNC(=O)[C-](C(=O)NC)[N+](C)=C(C(C)=O)C(C)=O
900,CC(=[NH+][O-])c1ccccc1
901,CC(=[O+][C-](c1ccccc1)c1ccccc1)c1ccccc1
902,CNC(=O)C(=[NH+][C-](C(C)=O)c1ccccc1)C(C)=O
903,CC(=O)C(=[NH+][CH-]C#N)c1ccccc1
904,CC=[NH+][C-](C(C)=O)C(=O)NC
905,CC(=O)C=[N+](C)[C-](C)C
906,CNC(=O)[C-](c1ccccc1)[N+](C)=Cc1ccccc1
907,CNC(=O)C(C)=[O+][NH-]
908,CNC(=O)[C-](c1ccccc1)[N+](C)=C(C)C#N
909,C[CH-][N+](C)=CC(=O)OC
910,COC(=O)C=[O+][CH-]c1ccccc1
911,CNC(=O)C(=[O+][N-]C#N)C(=O)OC
912,CC(=O)C(C)=[O+][NH-]
913,C[N-][O+]=NC(=O)OC
914,COC(=O)[N-][NH+]=N
915,CNC(=O)C=[O+][C-](C#N)c1ccccc1
916,COC(=O)C=[N+](C)[N-]C(C)=O
917,COC(=O)C(C#N)=[NH+][C-](c1ccccc1)c1ccccc1
918,N#C[N-][NH+]=C(C#N)c1ccccc1
919,C[N-][N+](C)=Cc1ccccc1
920,COC(=O)C=[NH+][N-]C#N
921,CNC(=O)C(=[NH+][C-](C)C)C(=O)OC
922,CC(=O)C(=[O+][C-](C)C)C(C)=O
923,C[CH-][O+]=C(C(C)=O)C(=O)OC
924,[CH2-][NH+]=C(C#N)C(=O)OC
925,CNC(=O)C=[N+](C)[C-](C#N)c1ccccc1
926,CC=[N+](C)[C-](C)C(C)=O
927,CNC(=O)C(C)=[NH+][N-]C(=O)OC
928,C=[N+](C)[N-]C(=O)OC
929,C[N+](=C(c1ccccc1)c1ccccc1)[C-](C#N)c1ccccc1
930,COC(=O)[C-](C#N)[O+]=C(C#N)c1ccccc1
931,COC(=O)C=[N+](C)[CH-]c1ccccc1
932,CNC(=O)[C-](C(=O)OC)[N+](C)=C(C)C
933,COC(=O)C(=[O+][C-](C)C)C(C)=O
934,COC(=O)C(=[NH+][C-](C(=O)OC)c1ccccc1)C(=O)OC
935,CNC(=O)[CH-][O+]=C(c1ccccc1)c1ccccc1
936,CC(=O)[N-][O+]=Nc1ccccc1
937,CNC(=O)[CH-][NH+]=C(C(C)=O)C(=O)OC
938,CNC(=O)[C-](C#N)[O+]=C(c1ccccc1)c1ccccc1
939,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C)C(C)=O
940,C=[N+](C)[C-](C#N)c1ccccc1
941,C[N+]([N-]c1ccccc1)=C(c1ccccc1)c1ccccc1
942,COC(=O)[C-](C)[O+]=C(C#N)C#N
943,CN=[N+](C)[N-]C(=O)NC
944,CNC(=O)C(C(=O)NC)=[N+](C)[CH-]C(C)=O
945,COC(=O)[N-][N+](C)=C(C#N)c1ccccc1
946,CC=[N+](C)[CH-]c1ccccc1
947,CNC(=O)[C-](C)[N+](C)=Cc1ccccc1
948,CNC(=O)[N-][N+](C)=C(C(=O)OC)C(=O)OC
949,CNC(=O)[N-][NH+]=C(C(=O)NC)C(=O)NC
950,COC(=O)[C-]([O+]=C(c1ccccc1)c1ccccc1)C(=O)OC
951,CNC(=O)C=[NH+][C-](C#N)C(=O)OC
952,COC(=O)[C-]([NH+]=CC#N)c1ccccc1
953,CNC(=O)C(C#N)=[O+][C-](C#N)C#N
954,CNC(=O)C(=[O+][C-](C(=O)OC)C(=O)OC)c1ccccc1
955,COC(=O)C(=[NH+][C-](C(=O)OC)C(=O)OC)C(C)=O
956,COC(=O)C(=[NH+][CH-]C(C)=O)c1ccccc1
957,C[C-](C)[N+](C)=C(c1ccccc1)c1ccccc1
958,c1ccc([CH-][NH+]=C(c2ccccc2)c2ccccc2)cc1
959,CNC(=O)C(C#N)=[O+][C-](C#N)C(C)=O
960,CC(=O)[N-][NH+]=C(c1ccccc1)c1ccccc1
961,CNC(=O)[C-](C)[N+](C)=C(C#N)C#N
962,C[N+](=N)[N-]c1ccccc1
963,COC(=O)[C-]([NH+]=CC(C)=O)C(=O)OC
964,CNC(=O)C(C#N)=[O+][C-](C(=O)NC)c1ccccc1
965,CNC(=O)C(C(=O)NC)=[N+](C)[CH-]c1ccccc1
966,CNC(=O)[C-]([O+]=C(C)C)c1ccccc1
967,COC(=O)[C-](c1ccccc1)[N+](C)=C(C)c1ccccc1
968,CC(=O)[CH-][NH+]=C(C#N)c1ccccc1
969,C[CH-][NH+]=CC(C)=O
970,COC(=O)[N-][NH+]=C(C)C(C)=O
971,COC(=O)[C-]([NH+]=C(C#N)C#N)C(C)=O
972,CC(C)=[N+](C)[C-](c1ccccc1)c1ccccc1
973,COC(=O)[C-](C)[N+](C)=C(C)C#N
974,CC(C)=[O+][N-]C#N
975,C[N-][N+](C)=CC(=O)NC
976,CNC(=O)[N-][N+](C)=NC(=O)OC
977,CC(=O)N=[N+](C)[N-]c1ccccc1
978,C[N-][O+]=C(C)C(=O)OC
979,CNC(=O)[C-](C(C)=O)[N+](C)=C(C(C)=O)c1ccccc1
980,CC(=O)C(C#N)=[O+][C-](C)C#N
981,CNC(=O)C(=[O+][C-](C#N)C(=O)OC)C(C)=O
982,C=[O+][C-](C(=O)NC)C(=O)NC
983,CNC(=O)[N-][O+]=C(C(C)=O)C(C)=O
984,CNC(=O)C(C(C)=O)=[N+](C)[N-]C(C)=O
985,COC(=O)[C-](C)[O+]=C(C(C)=O)C(C)=O
986,COC(=O)C(=[O+][NH-])c1ccccc1
987,CNC(=O)[C-](C)[NH+]=C(C(=O)OC)C(=O)OC
988,N#C[C-](C#N)[NH+]=C(c1ccccc1)c1ccccc1
989,CNC(=O)C=[N+](C)[N-]c1ccccc1
990,N#CC(=[O+][C-](C#N)C#N)c1ccccc1
991,COC(=O)C(C)=[N+](C)[C-](C)C(=O)OC
992,N#C[C-]([O+]=C(c1ccccc1)c1ccccc1)c1ccccc1
993,CC(=O)[C-](C(C)=O)[N+](C)=C(C)C#N
994,COC(=O)C(=[O+][C-](C)C(C)=O)C(C)=O
995,COC(=O)N=[N+](C)[N-]C(C)=O
996,CNC(=O)C(=[O+][C-](C)C(=O)OC)C(=O)OC
997,CNC(=O)[C-](C)[N+](C)=C(C#N)C(=O)OC
998,C=[O+][C-](C)C(=O)NC
999,CNC(=O)[C-](C#N)[NH+]=C(C(=O)OC)c1ccccc1
1000,COC(=O)C(C#N)=[NH+][C-](C(C)=O)C(=O)OC
1001,CNC(=O)[N-][O+]=N
1002,COC(=O)C(c1ccccc1)=[N+](C)[C-](C(=O)OC)C(=O)OC
1003,CNC(=O)[C-]([NH+]=Cc1ccccc1)C(C)=O
1004,C=[O+][N-]C
1005,COC(=O)C(C(=O)OC)=[N+](C)[C-](C(C)=O)C(=O)OC
1006,C[CH-][N+](C)=C(c1ccccc1)c1ccccc1
1007,CNC(=O)C(=[O+][N-]c1ccccc1)C(C)=O
1008,CNC(=O)[C-](C(C)=O)[N+](C)=C(C#N)C(=O)OC
1009,CNC(=O)[N-][N+](C)=C(C#N)C(C)=O
1010,CNC(=O)[N-][NH+]=C(C#N)C(=O)OC
1011,CNC(=O)C(=[O+][C-](C)C(=O)OC)C(C)=O
1012,COC(=O)C(C#N)=[N+](C)[C-](c1ccccc1)c1ccccc1
1013,COC(=O)C=[O+][C-](C#N)C#N
1014,CNC(=O)[C-](C(=O)OC)[N+](C)=C(C(C)=O)C(=O)OC
1015,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C#N)C(=O)OC
1016,CNC(=O)[CH-][NH+]=C(c1ccccc1)c1ccccc1
1017,CNC(=O)C(=[O+][C-](C)C(C)=O)C(=O)OC
1018,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C)C#N
1019,C[N-][O+]=C(C#N)C(=O)NC
1020,COC(=O)[C-](C#N)[N+](C)=CC#N
1021,COC(=O)[N-][O+]=C(C(C)=O)c1ccccc1
1022,CC(=O)C(C)=[N+](C)[C-](C(C)=O)c1ccccc1
1023,C[CH-][O+]=C(C(=O)NC)c1ccccc1
1024,CC(=O)[N-][O+]=N
1025,CNC(=O)C(=[O+][N-]C(=O)OC)c1ccccc1
1026,CNC(=O)C(=[NH+][C-](C)C)C(=O)NC
1027,CNC(=O)[CH-][O+]=C(C)C
1028,COC(=O)[N-][NH+]=NC#N
1029,[CH2-][N+](C)=C(C#N)C(C)=O
1030,COC(=O)[C-]([NH+]=C(C)C#N)c1ccccc1
1031,COC(=O)C(C#N)=[O+][C-](C)c1ccccc1
1032,CC(=O)C(C(C)=O)=[N+](C)[C-](C#N)C(C)=O
1033,CNC(=O)C(C#N)=[NH+][O-]
1034,CNC(=O)C(C(=O)NC)=[N+](C)[C-](C(C)=O)C(=O)NC
1035,CC(C)=[NH+][C-](C)C#N
1036,[CH2-][O+]=C(C(C)=O)C(=O)NC
1037,CNC(=O)C(C#N)=[N+](C)[C-](C)C(=O)NC
1038,COC(=O)C(C#N)=[N+](C)[C-](C)C(=O)OC
1039,COC(=O)[C-]([O+]=C(C)C(C)=O)C(C)=O
1040,CC(C)=[O+][C-](C)C
1041,COC(=O)C(c1ccccc1)=[N+](C)[C-](C#N)c1ccccc1
1042,CC(=O)[C-](c1ccccc1)[N+](C)=C(C#N)C#N
1043,CC(=O)[C-]([O+]=Cc1ccccc1)c1ccccc1
1044,CNC(=O)[CH-][NH+]=C(C(C)=O)c1ccccc1
1045,CNC(=O)N=[O+][N-]C(=O)NC
1046,CC(=O)C(C)=[NH+][CH-]c1ccccc1
1047,[CH2-][N+](C)=C(C)C(C)=O
1048,CNC(=O)C(C)=[NH+][C-](C(C)=O)C(=O)OC
1049,COC(=O)[C-](C#N)[O+]=C(C)c1ccccc1
1050,CNC(=O)C(=[NH+][CH-]c1ccccc1)c1ccccc1
1051,COC(=O)[C-](C(C)=O)[N+](C)=CC#N
1052,N#CC(=[NH+][N-]c1ccccc1)c1ccccc1
1053,N#C[N-][O+]=C(c1ccccc1)c1ccccc1
1054,[CH2-][O+]=C(C(C)=O)C(C)=O
1055,COC(=O)[N-][O+]=N
1056,CC=[N+](C)[CH-]C(C)=O
1057,[CH2-][N+](C)=C(C(C)=O)c1ccccc1
1058,COC(=O)C(=[NH+][C-](C)C(=O)OC)C(C)=O
1059,CNC(=O)[N-][N+](C)=C(C)C(=O)NC
1060,C=[N+](C)[C-](C(C)=O)C(=O)OC
1061,CNC(=O)[C-](C(=O)NC)[N+](C)=C(C#N)C#N
1062,COC(=O)C(C)=[O+][C-](C)C(C)=O
1063,CC(=O)C=[NH+][C-](C(C)=O)C(C)=O
1064,CNC(=O)[C-]([NH+]=CC(C)=O)C(C)=O
1065,COC(=O)[C-](C#N)[NH+]=Cc1ccccc1
1066,CNC(=O)C(=[O+][C-](C(=O)OC)C(=O)OC)C(C)=O
1067,C=[O+][C-](C)C(=O)OC
1068,CNC(=O)C(=[NH+][C-](C(C)=O)C(=O)OC)C(=O)OC
1069,CNC(=O)C(=[NH+][N-]C#N)c1ccccc1
1070,CC(=O)C=[O+][C-](C)C
1071,COC(=O)C(C)=[O+][N-]C#N
1072,CC(=O)[CH-][O+]=Cc1ccccc1
1073,CNC(=O)C(C(C)=O)=[N+](C)[C-](C(=O)NC)C(=O)OC
1074,CNC(=O)C(=[NH+][C-](C)C(=O)NC)C(=O)NC
1075,C[CH-][O+]=Cc1ccccc1
1076,CC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)C(C)=O
1077,CNC(=O)[N-][O+]=CC(C)=O
1078,COC(=O)C=[NH+][O-]
1079,CNC(=O)[N-][O+]=NC(=O)OC
1080,CC(=O)[C-](C(C)=O)[N+](C)=Cc1ccccc1
1081,CNC(=O)[CH-][N+](C)=C(C)C
1082,CC(=[NH+][NH-])c1ccccc1
1083,CNC(=O)C(=[NH+][C-](C#N)C(=O)NC)C(=O)OC
1084,CNC(=O)C(c1ccccc1)=[N+](C)[N-]c1ccccc1
1085,CC(=O)[C-]([NH+]=C(C)C#N)c1ccccc1
1086,CNC(=O)C=[N+](C)[C-](C)C(=O)NC
1087,CNC(=O)C(C(=O)NC)=[N+](C)[C-](C#N)C#N
1088,CNC(=O)[C-]([O+]=CC#N)C(C)=O
1089,C[CH-][O+]=C(C#N)C(=O)OC
1090,CC(=O)C=[NH+][C-](C)C(C)=O
1091,CNC(=O)C(C(=O)NC)=[N+](C)[C-](C(=O)NC)C(=O)OC
1092,N#CC(C#N)=[O+][N-]c1ccccc1
1093,COC(=O)C=[NH+][CH-]C(=O)OC
1094,CC=[N+](C)[C-](C(C)=O)c1ccccc1
1095,CC(=O)C(C)=[NH+][C-](C)C(C)=O
1096,CNC(=O)C(C#N)=[N+](C)[C-](C#N)c1ccccc1
1097,CC(=O)C(C)=[N+](C)[C-](C)C(C)=O
1098,CNC(=O)C=[O+][C-](C(C)=O)c1ccccc1
1099,CC(C#N)=[NH+][NH-]
1100,CC(=O)[C-](C#N)[O+]=CC#N
1101,CN=[O+][N-]C(C)=O
1102,CNC(=O)C(=[NH+][CH-]c1ccccc1)C(=O)OC
1103,CNC(=O)C(=[O+][C-](c1ccccc1)c1ccccc1)C(=O)OC
1104,CNC(=O)C(=[O+][C-](C#N)C#N)C(=O)OC
1105,COC(=O)C(C)=[N+](C)[CH-]C(C)=O
1106,COC(=O)C(C#N)=[N+](C)[CH-]c1ccccc1
1107,COC(=O)C=[NH+][C-](C#N)C(=O)OC
1108,CNC(=O)[CH-][N+](C)=CC(=O)OC
1109,CNC(=O)C(=[NH+][C-](C#N)c1ccccc1)C(=O)OC
1110,COC(=O)[N-][O+]=C(C#N)C#N
1111,COC(=O)C(=[O+][C-](C(=O)OC)c1ccccc1)C(C)=O
1112,CC(c1ccccc1)=[N+](C)[CH-]c1ccccc1
1113,COC(=O)[C-]([O+]=C(C(C)=O)C(C)=O)c1ccccc1
1114,CNC(=O)[C-]([NH+]=C(C(=O)OC)c1ccccc1)C(=O)OC
1115,COC(=O)C(=[NH+][NH-])C(=O)OC
1116,CC(C#N)=[NH+][CH-]c1ccccc1
1117,CNC(=O)[C-](C#N)[O+]=C(C(C)=O)C(C)=O
1118,COC(=O)C(C)=[O+][C-](C#N)C#N
1119,CNC(=O)[C-]([O+]=CC(C)=O)C(C)=O
1120,COC(=O)[N-][N+](C)=CC#N
1121,COC(=O)C(C(C)=O)=[N+](C)[C-](C)C(C)=O
1122,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C(C)=O)c1ccccc1
1123,COC(=O)C=[O+][C-](C#N)C(C)=O
1124,CNC(=O)C(=[NH+][CH-]C#N)C(=O)OC
1125,CC(=O)[CH-][NH+]=C(C)C
1126,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C(=O)OC)C(=O)OC
1127,[NH-][NH+]=Nc1ccccc1
1128,CNC(=O)C(=[NH+][C-](C(=O)NC)C(=O)NC)C(=O)NC
1129,CC(=O)C(C)=[O+][O-]
1130,C[N-][NH+]=C(C)C(=O)NC
1131,CC(=O)C(c1ccccc1)=[N+](C)[C-](C(C)=O)C(C)=O
1132,CC(=O)C=[NH+][N-]c1ccccc1
1133,COC(=O)C(C(=O)OC)=[N+](C)[CH-]C(C)=O
1134,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C)C
1135,CC(=O)C(=[NH+][N-]c1ccccc1)C(C)=O
1136,CC(=O)C=[O+][N-]c1ccccc1
1137,COC(=O)C(C)=[O+][C-](C#N)C(=O)OC
1138,C[CH-][O+]=C(C(=O)NC)C(=O)OC
1139,CNC(=O)[C-]([O+]=C(C(C)=O)c1ccccc1)C(=O)NC
1140,CC(C#N)=[N+](C)[C-](C)C#N
1141,CNC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)C(=O)OC
1142,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C(=O)NC)C(=O)NC
1143,CNC(=O)[C-]([O+]=C(C(=O)OC)C(=O)OC)c1ccccc1
1144,CC=[O+][C-](C)c1ccccc1
1145,COC(=O)C(C#N)=[O+][C-](c1ccccc1)c1ccccc1
1146,COC(=O)[N-][N+](C)=N
1147,CC(=O)C=[N+](C)[C-](C)C(C)=O
1148,C[C-](C#N)[NH+]=CC#N
1149,COC(=O)C(=[NH+][CH-]C(C)=O)C(=O)OC
1150,C[CH-][O+]=C(c1ccccc1)c1ccccc1
1151,CNC(=O)C(=[O+][C-](C#N)c1ccccc1)c1ccccc1
1152,CNC(=O)C(=[NH+][C-](C#N)c1ccccc1)C(C)=O
1153,CNC(=O)C(C)=[O+][C-](C)C(C)=O
1154,CNC(=O)C(C(=O)OC)=[N+](C)[N-]c1ccccc1
1155,CNC(=O)[C-](C#N)[N+](C)=Cc1ccccc1
1156,CNC(=O)C(=[NH+][C-](C)C)C(C)=O
1157,CC(=O)C=[O+][C-](C(C)=O)c1ccccc1
1158,CC(=[NH+][C-](C#N)C#N)c1ccccc1
1159,CC(=O)[C-]([O+]=C(C)C)C(C)=O
1160,COC(=O)[CH-][NH+]=C(C)C(C)=O
1161,COC(=O)[N-][N+](C)=C(C)C
1162,CC(=O)C=[O+][O-]
1163,CC(=O)[C-](C)[N+](C)=C(C#N)c1ccccc1
1164,COC(=O)[N-][NH+]=CC(C)=O
1165,CC(=O)C(C#N)=[NH+][C-](C)C
1166,C[N-][O+]=NC(C)=O
1167,CC=[O+][C-](C#N)c1ccccc1
1168,C[N-][N+](C)=C(C#N)C(C)=O
1169,CNC(=O)[CH-][NH+]=Cc1ccccc1
1170,CNC(=O)C(=[O+][CH-]C(C)=O)C(=O)OC
1171,C[N-][NH+]=CC#N
1172,C=[NH+][CH-]C(C)=O
1173,CNC(=O)[C-](C(=O)OC)[N+](C)=C(C)C(=O)OC
1174,C[CH-][N+](C)=C(C#N)C(=O)OC
1175,CNC(=O)C(C)=[N+](C)[C-](C(C)=O)c1ccccc1
1176,CC(=O)C(=[NH+][O-])c1ccccc1
1177,CC(C#N)=[O+][C-](C)C
1178,COC(=O)C(C)=[O+][CH-]C(C)=O
1179,C[N+](=CC#N)[C-](C#N)c1ccccc1
1180,CNC(=O)C=[NH+][C-](C(=O)OC)C(=O)OC
1181,CNC(=O)C(C#N)=[NH+][N-]C(=O)OC
1182,COC(=O)[C-]([O+]=C(C)C)C(C)=O
1183,COC(=O)C(=[O+][N-]c1ccccc1)C(C)=O
1184,CC(=O)[N-][N+](C)=C(C#N)C#N
1185,N#CC(=[NH+][C-](C#N)C#N)c1ccccc1
1186,CNC(=O)[C-](C(=O)OC)[N+](C)=C(C#N)c1ccccc1
1187,CC(=O)C(=[O+][C-](C#N)c1ccccc1)c1ccccc1
1188,COC(=O)C(C#N)=[N+](C)[C-](C(=O)OC)c1ccccc1
1189,CC(=O)C(C#N)=[O+][NH-]
1190,C[CH-][O+]=CC(=O)OC
1191,CNC(=O)[N-][O+]=C(C#N)c1ccccc1
1192,CNC(=O)[C-]([NH+]=C(C(C)=O)C(C)=O)C(C)=O
1193,CNC(=O)C(C#N)=[O+][C-](C(=O)NC)C(=O)OC
1194,CNC(=O)[C-](C)[N+](C)=C(C(C)=O)c1ccccc1
1195,CNC(=O)[N-][N+](C)=C(C(C)=O)C(C)=O
1196,[O-][NH+]=Nc1ccccc1
1197,CNC(=O)[N-][NH+]=NC(C)=O
1198,CNC(=O)C(C)=[NH+][CH-]C(C)=O
1199,CC(=O)C=[O+][C-](C)c1ccccc1
1200,COC(=O)C(=[NH+][C-](C)C(C)=O)C(C)=O
1201,COC(=O)C(C(=O)OC)=[N+](C)[C-](C(=O)OC)C(=O)OC
1202,CNC(=O)C(C)=[O+][C-](C(=O)OC)c1ccccc1
1203,COC(=O)[C-]([O+]=CC#N)c1ccccc1
1204,COC(=O)[CH-][N+](C)=C(C)C
1205,COC(=O)C(C#N)=[O+][C-](C)C(=O)OC
1206,CNC(=O)C(=[O+][C-](C)C#N)C(C)=O
1207,COC(=O)[C-](C)[NH+]=C(C(C)=O)C(C)=O
1208,CC(=O)C(=[O+][C-](C)c1ccccc1)c1ccccc1
1209,CC(C#N)=[NH+][C-](C)c1ccccc1
1210,CNC(=O)[N-][NH+]=C(C#N)C#N
1211,COC(=O)C(C(=O)OC)=[N+](C)[C-](C)C#N
1212,CC(=O)C(C)=[NH+][CH-]C#N
1213,CNC(=O)[CH-][O+]=C(C)C(C)=O
1214,COC(=O)C(c1ccccc1)=[N+](C)[C-](C)C(=O)OC
1215,CNC(=O)[C-](C)[NH+]=C(C)C#N
1216,[CH2-][N+](C)=C(C)c1ccccc1
1217,COC(=O)C(=[NH+][N-]C#N)C(=O)OC
1218,CC(=O)C(=[O+][C-](C)C#N)C(C)=O
1219,COC(=O)C=[O+][C-](C(=O)OC)c1ccccc1
1220,[CH2-][O+]=C(C(C)=O)c1ccccc1
1221,CC(=O)[CH-][N+](C)=C(C)c1ccccc1
1222,COC(=O)[C-]([O+]=C(C#N)C(C)=O)C(C)=O
1223,CNC(=O)C(=[O+][N-]C(C)=O)c1ccccc1
1224,COC(=O)C(=[NH+][C-](C(=O)OC)c1ccccc1)c1ccccc1
1225,CNC(=O)C(C(=O)NC)=[N+](C)[C-](C(=O)OC)C(=O)OC
1226,COC(=O)C=[O+][C-](C)C(=O)OC
1227,CC(=O)N=[N+](C)[N-]C(C)=O
1228,CC=[N+](C)[C-](C(C)=O)C(=O)NC
1229,CNC(=O)[N-][O+]=C(C(=O)NC)C(=O)NC
1230,CNC(=O)C(C#N)=[NH+][C-](C)c1ccccc1
1231,COC(=O)N=[N+](C)[O-]
1232,CC=[NH+][C-](C)C(=O)OC
1233,COC(=O)[N-][NH+]=C(C)C
1234,CNC(=O)C(C)=[O+][C-](C(C)=O)C(=O)OC
1235,COC(=O)C(C#N)=[O+][N-]C#N
1236,CC(=O)[N-][O+]=C(C(C)=O)C(C)=O
1237,CC(=O)C(C#N)=[N+](C)[C-](C#N)C(C)=O
1238,COC(=O)[C-]([NH+]=C(C#N)c1ccccc1)C(=O)OC
1239,CC(C)=[N+](C)[N-]C#N
1240,COC(=O)N=[NH+][NH-]
1241,CC(=O)C(c1ccccc1)=[N+](C)[C-](C)C
1242,CNC(=O)C=[O+][C-](C(=O)OC)C(=O)OC
1243,CNC(=O)[C-](C)[NH+]=CC#N
1244,CNC(=O)[C-](C#N)[N+](C)=C(C#N)C(C)=O
1245,[CH2-][NH+]=C(C#N)C(=O)NC
1246,COC(=O)C(C)=[NH+][CH-]C#N
1247,CNC(=O)C(=[O+][C-](C)C#N)C(=O)NC
1248,CNC(=O)N=[NH+][N-]C(=O)OC
1249,C=[NH+][C-](C)C(C)=O
1250,CC(=O)C(C)=[NH+][C-](C)C
1251,CC(=O)[C-](C(C)=O)[N+](C)=CC#N
1252,COC(=O)C=[O+][N-]c1ccccc1
1253,COC(=O)[C-](C#N)[N+](C)=C(C#N)C#N
1254,CNC(=O)C(C)=[NH+][C-](C#N)C#N
1255,CC(=O)C(=[O+][O-])C(C)=O
1256,CC(=O)N=[NH+][N-]C#N
1257,CNC(=O)C=[NH+][N-]c1ccccc1
1258,CNC(=O)C(=[NH+][C-](C)C(C)=O)C(=O)NC
1259,CN=[N+](C)[N-]C(C)=O
1260,COC(=O)C(=[O+][CH-]C(C)=O)C(=O)OC
1261,[CH2-][O+]=C(C(C)=O)C(=O)OC
1262,CNC(=O)[C-](C#N)[NH+]=CC(=O)OC
1263,CC(=O)C(C)=[N+](C)[C-](C)C
1264,CNC(=O)[C-]([NH+]=C(C(C)=O)C(=O)OC)C(=O)OC
1265,C[N-][O+]=C(C(C)=O)C(=O)NC
1266,CNC(=O)[N-][N+](C)=C(c1ccccc1)c1ccccc1
1267,COC(=O)[N-][N+](C)=NC#N
1268,CC=[O+][N-]C#N
1269,CNC(=O)C=[NH+][C-](C#N)c1ccccc1
1270,CNC(=O)[C-]([O+]=C(C(C)=O)C(=O)OC)C(=O)NC
1271,C[N-][NH+]=C(C(=O)NC)C(=O)NC
1272,CNC(=O)C(C(C)=O)=[N+](C)[C-](C#N)C#N
1273,CC(=O)C=[N+](C)[C-](C#N)c1ccccc1
1274,CNC(=O)C=[NH+][NH-]
1275,CNC(=O)[C-](C#N)[N+](C)=C(C(C)=O)C(=O)OC
1276,COC(=O)C(C)=[NH+][CH-]C(C)=O
1277,COC(=O)[C-]([NH+]=C(C#N)c1ccccc1)c1ccccc1
1278,COC(=O)C(c1ccccc1)=[N+](C)[CH-]C(C)=O
1279,COC(=O)[C-]([O+]=CC(C)=O)c1ccccc1
1280,COC(=O)[C-](C)[O+]=C(C)C(C)=O
1281,C=[O+][C-](C(C)=O)C(=O)OC
1282,CNC(=O)[C-](C#N)[N+](C)=C(C#N)C#N
1283,COC(=O)[C-]([O+]=C(C)c1ccccc1)C(C)=O
1284,CNC(=O)[C-](C)[N+](C)=C(C(=O)OC)C(=O)OC
1285,CNC(=O)C(C#N)=[N+](C)[C-](C#N)C(=O)OC
1286,CNC(=O)C(C(=O)NC)=[N+](C)[C-](C)C
1287,CNC(=O)C(=[NH+][C-](c1ccccc1)c1ccccc1)C(=O)NC
1288,COC(=O)C(C(=O)OC)=[N+](C)[O-]
1289,COC(=O)[C-]([NH+]=C(c1ccccc1)c1ccccc1)C(C)=O
1290,C[CH-][O+]=C(C(=O)NC)C(=O)NC
1291,COC(=O)C(=[NH+][NH-])C(C)=O
1292,CNC(=O)C(C)=[N+](C)[C-](C(C)=O)C(=O)OC
1293,[CH2-][O+]=C(C)C(=O)NC
